([7], [7, 13, 14, 15], [(7, 15), (7, 14), (7, 13), (13, 14), (13, 15), (14, 15)])
([201], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([204], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([208], [2, 8, 13, 15], [(2, 8), (2, 13), (2, 15), (8, 13), (8, 15), (13, 15)])
([209], [3, 7, 13, 15], [(3, 15), (3, 13), (3, 7), (7, 13), (7, 15), (13, 15)])
([210], [2, 8, 13, 15], [(2, 8), (2, 13), (2, 15), (8, 13), (8, 15), (13, 15)])
([211], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([212], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([213], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([214], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 15), (13, 14), (14, 15)])
([215], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 15), (13, 14), (14, 15)])
([216], [8, 12, 14, 15], [(8, 12), (8, 14), (8, 15), (12, 14), (12, 15), (14, 15)])
([217], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([218], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([219], [3, 7, 14, 15], [(3, 15), (3, 14), (3, 7), (7, 14), (7, 15), (14, 15)])
([222], [3, 12, 14, 15], [(3, 12), (3, 14), (3, 15), (12, 14), (12, 15), (14, 15)])
([223], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([224], [4, 12, 14, 15], [(4, 12), (4, 14), (4, 15), (12, 14), (12, 15), (14, 15)])
([225], [3, 12, 14, 15], [(3, 12), (3, 14), (3, 15), (12, 14), (12, 15), (14, 15)])
([226], [4, 13, 14, 15], [(4, 13), (4, 14), (4, 15), (13, 14), (13, 15), (14, 15)])
([227], [6, 13, 14, 15], [(6, 13), (6, 14), (6, 15), (13, 14), (13, 15), (14, 15)])
([229], [5, 13, 14, 15], [(5, 13), (5, 14), (5, 15), (13, 14), (13, 15), (14, 15)])
([230], [5, 13, 14, 15], [(5, 13), (5, 14), (5, 15), (13, 14), (13, 15), (14, 15)])
([231], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([232], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([233], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 15), (13, 14), (14, 15)])
([234], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([235], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([236], [9, 12, 13, 15], [(9, 12), (9, 13), (9, 15), (12, 13), (12, 15), (13, 15)])
([245], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([247], [7, 12, 14, 15], [(7, 14), (7, 12), (7, 15), (12, 14), (12, 15), (14, 15)])
([263], [3, 9, 14, 15], [(3, 9), (3, 14), (3, 15), (9, 14), (9, 15), (14, 15)])
([264], [3, 7, 13, 15], [(3, 15), (3, 13), (3, 7), (7, 13), (7, 15), (13, 15)])
([265], [3, 11, 13, 15], [(3, 11), (3, 13), (3, 15), (11, 13), (11, 15), (13, 15)])
([266], [3, 12, 14, 15], [(3, 12), (3, 14), (3, 15), (12, 14), (12, 15), (14, 15)])
([267], [2, 13, 14, 15], [(2, 13), (2, 14), (2, 15), (13, 14), (13, 15), (14, 15)])
([268], [2, 8, 13, 15], [(2, 8), (2, 13), (2, 15), (8, 13), (8, 15), (13, 15)])
([270], [4, 9, 14, 15], [(4, 9), (4, 14), (4, 15), (9, 14), (9, 15), (14, 15)])
([271], [5, 10, 13, 15], [(5, 10), (5, 13), (5, 15), (10, 13), (10, 15), (13, 15)])
([272], [2, 13, 14, 15], [(2, 13), (2, 14), (2, 15), (13, 14), (13, 15), (14, 15)])
([274], [2, 13, 14, 15], [(2, 13), (2, 14), (2, 15), (13, 14), (13, 15), (14, 15)])
([275], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([276], [6, 12, 14, 15], [(6, 12), (6, 14), (6, 15), (12, 14), (12, 15), (14, 15)])
([284], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([285], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([286], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([287], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([291], [3, 7, 13, 15], [(3, 15), (3, 13), (3, 7), (7, 13), (7, 15), (13, 15)])
([292], [9, 12, 13, 15], [(9, 12), (9, 13), (9, 15), (12, 13), (12, 15), (13, 15)])
([298], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([299], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([305], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([307], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([308], [4, 12, 14, 15], [(4, 12), (4, 14), (4, 15), (12, 14), (12, 15), (14, 15)])
([311], [6, 11, 14, 15], [(6, 11), (6, 14), (6, 15), (11, 14), (11, 15), (14, 15)])
([317], [3, 7, 14, 15], [(3, 15), (3, 14), (3, 7), (7, 14), (7, 15), (14, 15)])
([319], [5, 11, 14, 15], [(5, 11), (5, 14), (5, 15), (11, 14), (11, 15), (14, 15)])
([321], [4, 12, 14, 15], [(4, 12), (4, 14), (4, 15), (12, 14), (12, 15), (14, 15)])
([322], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([323], [4, 13, 14, 15], [(4, 13), (4, 14), (4, 15), (13, 14), (13, 15), (14, 15)])
([326], [4, 12, 14, 15], [(4, 12), (4, 14), (4, 15), (12, 14), (12, 15), (14, 15)])
([334], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([335], [6, 11, 14, 15], [(6, 11), (6, 14), (6, 15), (11, 14), (11, 15), (14, 15)])
([339], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([342], [3, 8, 14, 15], [(3, 8), (3, 14), (3, 15), (8, 14), (8, 15), (14, 15)])
([343], [2, 6, 13, 15], [(2, 13), (2, 6), (2, 15), (6, 13), (6, 15), (13, 15)])
([344], [7, 12, 14, 15], [(7, 14), (7, 12), (7, 15), (12, 15), (12, 14), (14, 15)])
([345], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([347], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([348], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([349], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([350], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([362], [2, 13, 14, 15], [(2, 13), (2, 14), (2, 15), (13, 14), (13, 15), (14, 15)])
([363], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([364], [5, 12, 14, 15], [(5, 12), (5, 14), (5, 15), (12, 14), (12, 15), (14, 15)])
([365], [5, 12, 14, 15], [(5, 12), (5, 14), (5, 15), (12, 14), (12, 15), (14, 15)])
([366], [6, 13, 14, 15], [(6, 13), (6, 14), (6, 15), (13, 14), (13, 15), (14, 15)])
([367], [6, 12, 14, 15], [(6, 15), (6, 12), (6, 14), (12, 14), (12, 15), (14, 15)])
([368], [6, 12, 14, 15], [(6, 15), (6, 12), (6, 14), (12, 14), (12, 15), (14, 15)])
([369], [6, 8, 14, 15], [(6, 8), (6, 14), (6, 15), (8, 14), (8, 15), (14, 15)])
([370], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([377], [2, 13, 14, 15], [(2, 13), (2, 14), (2, 15), (13, 14), (13, 15), (14, 15)])
([379], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([380], [2, 13, 14, 15], [(2, 13), (2, 14), (2, 15), (13, 14), (13, 15), (14, 15)])
([381], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([382], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([386], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([392], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([393], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([394], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([395], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 15), (13, 14), (14, 15)])
([399], [2, 11, 14, 15], [(2, 11), (2, 14), (2, 15), (11, 14), (11, 15), (14, 15)])
([400], [2, 13, 14, 15], [(2, 13), (2, 14), (2, 15), (13, 14), (13, 15), (14, 15)])
([401], [3, 12, 14, 15], [(3, 12), (3, 14), (3, 15), (12, 14), (12, 15), (14, 15)])
([403], [4, 12, 14, 15], [(4, 12), (4, 14), (4, 15), (12, 14), (12, 15), (14, 15)])
([404], [5, 13, 14, 15], [(5, 13), (5, 14), (5, 15), (13, 14), (13, 15), (14, 15)])
([405], [5, 12, 14, 15], [(5, 12), (5, 14), (5, 15), (12, 14), (12, 15), (14, 15)])
([406], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([409], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([410], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([412], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([413], [4, 13, 14, 15], [(4, 13), (4, 14), (4, 15), (13, 14), (13, 15), (14, 15)])
([414], [4, 13, 14, 15], [(4, 13), (4, 14), (4, 15), (13, 14), (13, 15), (14, 15)])
([415], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([420], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([432], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([433], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([438], [2, 6, 13, 15], [(2, 13), (2, 6), (2, 15), (6, 13), (6, 15), (13, 15)])
([440], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([441], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([442], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([443], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([444], [7, 12, 13, 15], [(7, 12), (7, 13), (7, 15), (12, 13), (12, 15), (13, 15)])
([445], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([446], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([447], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([448], [3, 12, 14, 15], [(3, 12), (3, 14), (3, 15), (12, 14), (12, 15), (14, 15)])
([452], [4, 11, 14, 15], [(4, 11), (4, 14), (4, 15), (11, 14), (11, 15), (14, 15)])
([453], [5, 13, 14, 15], [(5, 13), (5, 14), (5, 15), (13, 14), (13, 15), (14, 15)])
([454], [5, 8, 13, 15], [(5, 8), (5, 13), (5, 15), (8, 13), (8, 15), (13, 15)])
([458], [2, 8, 13, 15], [(2, 8), (2, 13), (2, 15), (8, 13), (8, 15), (13, 15)])
([459], [3, 12, 14, 15], [(3, 12), (3, 14), (3, 15), (12, 14), (12, 15), (14, 15)])
([460], [2, 13, 14, 15], [(2, 13), (2, 14), (2, 15), (13, 14), (13, 15), (14, 15)])
([461], [10, 13, 14, 15], [(10, 13), (10, 14), (10, 15), (13, 14), (13, 15), (14, 15)])
([462], [2, 13, 14, 15], [(2, 13), (2, 14), (2, 15), (13, 14), (13, 15), (14, 15)])
([463], [2, 13, 14, 15], [(2, 13), (2, 14), (2, 15), (13, 14), (13, 15), (14, 15)])
([464], [4, 7, 14, 15], [(4, 15), (4, 14), (4, 7), (7, 14), (7, 15), (14, 15)])
([465], [3, 8, 13, 15], [(3, 8), (3, 13), (3, 15), (8, 13), (8, 15), (13, 15)])
([479], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([481], [4, 11, 14, 15], [(4, 11), (4, 14), (4, 15), (11, 14), (11, 15), (14, 15)])
([484], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([485], [5, 13, 14, 15], [(5, 13), (5, 14), (5, 15), (13, 14), (13, 15), (14, 15)])
([486], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([488], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([489], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([490], [7, 12, 13, 15], [(7, 12), (7, 13), (7, 15), (12, 13), (12, 15), (13, 15)])
([492], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([493], [4, 11, 14, 15], [(4, 11), (4, 14), (4, 15), (11, 14), (11, 15), (14, 15)])
([494], [3, 12, 14, 15], [(3, 12), (3, 14), (3, 15), (12, 14), (12, 15), (14, 15)])
([495], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([497], [4, 11, 14, 15], [(4, 11), (4, 14), (4, 15), (11, 14), (11, 15), (14, 15)])
([505], [2, 6, 13, 15], [(2, 13), (2, 6), (2, 15), (6, 13), (6, 15), (13, 15)])
([506], [3, 9, 12, 15], [(3, 9), (3, 12), (3, 15), (9, 12), (9, 15), (12, 15)])
([507], [3, 12, 14, 15], [(3, 12), (3, 14), (3, 15), (12, 14), (12, 15), (14, 15)])
([510], [2, 8, 11, 15], [(2, 8), (2, 11), (2, 15), (8, 11), (8, 15), (11, 15)])
([512], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([514], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([515], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([516], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([519], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([525], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([527], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([528], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([529], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([536], [10, 13, 14, 15], [(10, 13), (10, 14), (10, 15), (13, 14), (13, 15), (14, 15)])
([537], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([538], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([539], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([540], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([541], [3, 6, 14, 15], [(3, 14), (3, 6), (3, 15), (6, 14), (6, 15), (14, 15)])
([542], [2, 7, 13, 15], [(2, 15), (2, 13), (2, 7), (7, 13), (7, 15), (13, 15)])
([549], [4, 12, 14, 15], [(4, 12), (4, 14), (4, 15), (12, 14), (12, 15), (14, 15)])
([555], [4, 12, 14, 15], [(4, 12), (4, 14), (4, 15), (12, 14), (12, 15), (14, 15)])
([556], [4, 12, 14, 15], [(4, 12), (4, 14), (4, 15), (12, 14), (12, 15), (14, 15)])
([557], [6, 11, 12, 15], [(6, 11), (6, 15), (6, 12), (11, 12), (11, 15), (12, 15)])
([558], [5, 13, 14, 15], [(5, 13), (5, 14), (5, 15), (13, 14), (13, 15), (14, 15)])
([559], [5, 7, 13, 15], [(5, 15), (5, 13), (5, 7), (7, 13), (7, 15), (13, 15)])
([560], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([561], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([566], [4, 12, 14, 15], [(4, 12), (4, 14), (4, 15), (12, 14), (12, 15), (14, 15)])
([567], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([568], [3, 12, 14, 15], [(3, 12), (3, 14), (3, 15), (12, 14), (12, 15), (14, 15)])
([569], [3, 11, 14, 15], [(3, 11), (3, 14), (3, 15), (11, 14), (11, 15), (14, 15)])
([570], [3, 6, 13, 15], [(3, 13), (3, 6), (3, 15), (6, 13), (6, 15), (13, 15)])
([575], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
([577], [2, 12, 13, 15], [(2, 12), (2, 13), (2, 15), (12, 13), (12, 15), (13, 15)])
([578], [2, 13, 14, 15], [(2, 13), (2, 14), (2, 15), (13, 14), (13, 15), (14, 15)])
([579], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([580], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([581], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([582], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([583], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([584], [2, 13, 14, 15], [(2, 13), (2, 14), (2, 15), (13, 14), (13, 15), (14, 15)])
([585], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([586], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([592], [3, 12, 14, 15], [(3, 12), (3, 14), (3, 15), (12, 14), (12, 15), (14, 15)])
([593], [3, 13, 14, 15], [(3, 13), (3, 14), (3, 15), (13, 14), (13, 15), (14, 15)])
([594], [3, 12, 14, 15], [(3, 12), (3, 14), (3, 15), (12, 14), (12, 15), (14, 15)])
([595], [12, 13, 14, 15], [(12, 13), (12, 14), (12, 15), (13, 14), (13, 15), (14, 15)])
([596], [11, 13, 14, 15], [(11, 13), (11, 14), (11, 15), (13, 14), (13, 15), (14, 15)])
